Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Engineering,Electrical Engineer,4.183854924859953,8,0,3,0,6,0,4,3,4,0,3,4,1,1,Other,3.6666666666666665,2.3333333333333335,1,4,10.183854924859954
Education,Software Developer,3.392133118270908,4,1,1,0,7,1,3,2,0,1,4,4,4,1,Education,2.3333333333333335,2.3333333333333335,4,4,10.392133118270909
Architecture,Artist,3.5017054039218074,7,0,2,0,9,0,2,0,0,1,1,2,2,0,Other,1.0,1.0,2,2,12.501705403921807
Medicine,Entrepreneur,4.349299275992742,4,1,1,0,4,0,1,2,1,1,2,0,1,1,Healthcare,1.3333333333333333,1.0,1,3,8.349299275992742
Psychology,Fluid Mechanics Engineer,3.839942822765151,8,1,1,1,8,1,1,2,3,0,4,0,1,1,Other,2.6666666666666665,0.6666666666666666,2,4,11.83994282276515
Chemistry,Fluid Mechanics Engineer,4.329700136924592,3,2,2,1,0,0,1,3,2,0,3,0,4,1,Research & Science,2.0,1.0,5,5,4.329700136924592
Business,Digital Marketing Specialist,2.7868096804382274,1,0,1,0,9,1,4,1,4,0,0,0,2,0,Management,2.6666666666666665,0.3333333333333333,2,2,11.786809680438228
Music,Chemical Engineer,4.946266771064061,0,1,2,0,8,1,0,4,4,3,0,0,1,1,Other,1.3333333333333333,2.3333333333333335,1,5,12.94626677106406
Art,Inorganic Chemist,3.1264577252838084,3,1,4,0,4,0,0,2,0,2,4,1,3,0,Other,1.3333333333333333,1.6666666666666667,3,5,7.126457725283808
Engineering,Special Education Teacher,4.735802047802355,2,1,3,0,1,1,0,0,0,1,0,2,2,1,Other,0.0,1.0,2,6,5.735802047802355
Biology,Art Director,2.769447183134452,2,1,2,1,6,1,2,4,4,4,3,4,0,0,Research & Science,3.0,4.0,1,4,8.769447183134453
Finance,Education Administrator,3.405581113420132,7,1,3,0,7,0,4,1,1,1,4,1,4,1,Other,3.0,1.0,4,5,10.405581113420132
Finance,Urban Planner,4.149390534804071,2,0,0,1,9,1,4,4,1,0,4,0,3,0,Other,3.0,1.3333333333333333,4,1,13.14939053480407
Finance,Astronomer,4.366709971142642,7,1,3,1,9,1,3,2,4,0,3,0,1,0,Other,3.3333333333333335,0.6666666666666666,2,5,13.366709971142642
Computer Science,Entrepreneur,2.721692241497553,4,1,0,0,8,0,2,2,3,1,2,2,4,1,Technology,2.3333333333333335,1.6666666666666667,4,2,10.721692241497554
Marketing,Pharmacist,3.848591890846094,9,1,1,1,9,0,3,4,1,2,1,3,1,1,Other,1.6666666666666667,3.0,2,3,12.848591890846095
Physics,Clinical Psychologist,3.980037287258874,1,1,1,1,7,1,0,2,3,4,0,1,1,1,Research & Science,1.0,2.3333333333333335,2,4,10.980037287258874
Physics,Marketing Manager,2.855797058196947,6,0,0,1,0,0,1,0,3,2,3,2,3,0,Research & Science,2.3333333333333335,1.3333333333333333,4,0,2.855797058196947
Education,Marketing Manager,2.6227146507190784,5,0,0,1,3,0,4,3,4,0,1,3,4,1,Education,3.0,2.0,5,1,5.622714650719079
Business,AI Researcher,4.561259935057555,4,2,0,0,7,1,4,4,3,0,3,4,2,0,Management,3.3333333333333335,2.6666666666666665,2,3,11.561259935057555
Psychology,Biologist,3.6804694326139824,0,1,1,0,6,0,1,4,3,4,1,1,3,1,Other,1.6666666666666667,3.0,3,3,9.680469432613982
Education,Accountant,2.853872322799663,6,1,4,1,6,1,2,2,2,0,1,0,1,1,Education,1.6666666666666667,0.6666666666666666,2,7,8.853872322799663
Architecture,Data Scientist,4.742289566255424,6,1,3,1,3,1,2,0,1,2,3,0,0,1,Other,2.0,0.6666666666666666,1,6,7.742289566255424
Finance,Landscape Architect,3.119360469040847,2,2,3,1,0,0,4,4,4,0,3,3,3,0,Other,3.6666666666666665,2.3333333333333335,4,5,3.119360469040847
Finance,Landscape Architect,3.2967144433083555,6,0,3,0,3,1,2,2,1,2,1,4,2,0,Other,1.3333333333333333,2.6666666666666665,2,4,6.296714443308355
Physics,Human Resources Specialist,3.313350740272626,5,0,3,0,9,1,0,0,1,1,3,3,1,0,Research & Science,1.3333333333333333,1.3333333333333333,1,4,12.313350740272625
Engineering,Graphic Designer,4.6530803961245,4,0,2,1,2,1,4,0,4,1,2,4,2,0,Other,3.3333333333333335,1.6666666666666667,3,3,6.6530803961245
Computer Science,Financial Analyst,3.10580430479538,9,2,1,1,3,0,2,3,4,3,0,4,4,1,Technology,2.0,3.3333333333333335,5,4,6.10580430479538
Law,Zoologist,2.7291740391835657,2,1,2,0,8,1,1,4,2,3,3,2,1,0,Public & Legal,2.0,3.0,1,4,10.729174039183565
Physics,Credit Analyst,3.578462468846677,8,0,1,1,2,0,4,2,4,4,4,4,1,1,Research & Science,4.0,3.3333333333333335,2,2,5.578462468846677
Architecture,Legal Analyst,3.290573766134145,4,0,2,1,8,1,0,0,4,2,3,3,4,0,Other,2.3333333333333335,1.6666666666666667,5,3,11.290573766134145
Biology,AI Researcher,4.720119326485044,6,1,4,1,8,0,1,3,1,3,4,3,1,1,Research & Science,2.0,3.0,2,6,12.720119326485044
Education,Counselor,4.852504984030569,3,1,3,1,7,1,4,0,0,4,0,0,3,1,Education,1.3333333333333333,1.3333333333333333,4,6,11.852504984030569
Computer Science,Conductor,2.770060120852535,0,1,0,1,8,1,2,1,3,2,0,0,2,0,Technology,1.6666666666666667,1.0,3,2,10.770060120852534
Law,Actuary,3.534314962337487,8,2,4,1,9,1,3,3,4,2,0,4,1,0,Public & Legal,2.3333333333333335,3.0,2,7,12.534314962337486
Engineering,Music Therapist,4.925367516219325,0,0,1,1,2,1,1,2,4,2,2,4,3,1,Other,2.3333333333333335,2.6666666666666665,4,3,6.925367516219325
Physics,Legal Consultant,2.968682660982041,0,1,3,1,6,0,3,2,2,0,3,1,1,1,Research & Science,2.6666666666666665,1.0,2,5,8.96868266098204
Art,Legal Analyst,2.559677044363313,8,2,0,0,6,1,4,4,2,1,0,1,4,0,Other,2.0,2.0,4,3,8.559677044363312
Medicine,Quantum Physicist,4.713088704624663,5,2,0,0,8,0,0,4,0,4,3,4,4,1,Healthcare,1.0,4.0,4,3,12.713088704624663
Art,Accountant,4.675718895639974,1,1,0,1,9,1,2,1,1,1,1,1,0,0,Other,1.3333333333333333,1.0,1,2,13.675718895639974
Biology,Legal Analyst,2.886004142377367,6,0,4,1,4,0,3,3,4,3,1,0,3,1,Research & Science,2.6666666666666665,2.0,4,5,6.886004142377367
Engineering,Education Administrator,4.879961501632069,4,2,0,1,7,1,3,4,1,3,1,4,2,0,Other,1.6666666666666667,3.6666666666666665,3,3,11.879961501632069
Physics,Clinical Psychologist,3.062032868178335,8,0,4,0,9,0,2,4,0,4,1,1,2,0,Research & Science,1.0,3.0,2,4,12.062032868178335
Finance,Inorganic Chemist,4.917712895269528,3,2,1,0,6,0,3,1,1,1,4,1,1,0,Other,2.6666666666666665,1.0,1,3,10.917712895269528
Law,Music Therapist,3.4877488828335808,3,1,0,1,9,0,3,1,1,4,0,2,0,0,Public & Legal,1.3333333333333333,2.3333333333333335,1,1,12.48774888283358
Finance,Graphic Designer,2.7846719312168062,1,2,3,1,5,0,2,2,2,0,1,3,3,1,Other,1.6666666666666667,1.6666666666666667,4,6,7.784671931216806
Marketing,Biomedical Engineer,3.057254739847473,7,0,0,1,9,0,1,0,0,1,4,0,4,0,Other,1.6666666666666667,0.3333333333333333,5,0,12.057254739847473
Law,Physical Chemist,3.598852118272678,3,1,2,0,9,1,2,1,3,3,0,1,1,0,Public & Legal,1.6666666666666667,1.6666666666666667,1,4,12.598852118272678
Engineering,Legal Analyst,3.921939234668008,6,0,1,1,0,0,0,2,2,0,2,1,2,1,Other,1.3333333333333333,1.0,3,2,3.921939234668008
Biology,Credit Analyst,2.6703186529080183,5,0,1,1,2,0,2,2,0,4,3,3,0,1,Research & Science,1.6666666666666667,3.0,1,2,4.670318652908018
Architecture,Geneticist,3.657293314212136,7,0,3,1,7,0,0,3,2,4,0,4,2,1,Other,0.6666666666666666,3.6666666666666665,3,4,10.657293314212136
Chemistry,Cybersecurity Analyst,4.326727273260079,0,2,2,0,3,1,0,0,4,3,4,3,4,1,Research & Science,2.6666666666666665,2.0,4,6,7.326727273260079
Architecture,Biotechnologist,4.32602910611382,4,1,4,1,0,0,3,3,4,3,2,3,1,1,Other,3.0,3.0,2,6,4.32602910611382
Finance,Quantum Physicist,4.24496596443339,8,0,0,0,8,1,0,2,3,2,2,0,3,1,Other,1.6666666666666667,1.3333333333333333,3,2,12.24496596443339
Education,Analytical Chemist,4.803944881266657,8,0,0,1,7,1,3,0,0,1,4,3,3,0,Education,2.3333333333333335,1.3333333333333333,4,1,11.803944881266657
Business,Aerospace Engineer,3.14881947524777,6,2,2,1,1,0,0,1,4,1,1,4,1,0,Management,1.6666666666666667,2.0,2,4,4.14881947524777
Biology,Physicist,4.19928025199061,4,2,2,1,3,1,3,4,3,4,2,2,3,0,Research & Science,2.6666666666666665,3.3333333333333335,4,5,7.19928025199061
Architecture,Chemist,4.281526124605145,3,1,3,0,6,0,2,2,4,4,4,4,4,0,Other,3.3333333333333335,3.3333333333333335,4,4,10.281526124605145
Art,Electrical Engineer,3.551236915549618,2,1,4,0,7,0,4,0,3,2,0,2,1,1,Other,2.3333333333333335,1.3333333333333333,1,6,10.551236915549618
Law,Architect,2.6260962264650662,1,1,1,0,0,1,2,1,4,3,4,1,0,0,Public & Legal,3.3333333333333335,1.6666666666666667,0,3,2.6260962264650662
Chemistry,Curriculum Developer,3.9681933576422224,0,0,3,0,0,1,0,2,2,0,0,0,2,1,Research & Science,0.6666666666666666,0.6666666666666666,2,5,3.9681933576422224
Marketing,Interior Designer,4.797713435717335,1,0,0,1,1,1,1,2,4,4,1,4,2,0,Other,2.0,3.3333333333333335,3,1,5.797713435717335
Medicine,Civil Engineer,4.3361981572956205,0,0,1,0,7,1,1,0,0,1,1,1,1,1,Healthcare,0.6666666666666666,0.6666666666666666,1,3,11.33619815729562
Engineering,AI Researcher,2.9303857796890846,8,2,1,1,0,0,1,2,0,2,2,0,4,0,Other,1.0,1.3333333333333333,5,3,2.9303857796890846
Computer Science,Actuary,3.21753655595149,0,2,3,0,1,0,2,2,4,0,3,3,2,0,Technology,3.0,1.6666666666666667,2,5,4.21753655595149
Finance,Forensic Psychologist,4.309629520985,8,1,2,1,2,0,3,4,4,0,1,4,2,0,Other,2.6666666666666665,2.6666666666666665,3,3,6.309629520985
Business,AI Researcher,4.724830428785223,5,0,4,1,0,1,3,0,0,0,0,2,1,1,Management,1.0,0.6666666666666666,2,6,4.724830428785223
Chemistry,Physician Assistant,2.801707058971374,8,1,3,1,1,1,1,0,0,3,0,4,0,1,Research & Science,0.3333333333333333,2.3333333333333335,1,6,3.801707058971374
Finance,Marketing Manager,2.7873930994900045,1,2,2,0,1,0,4,0,2,2,4,4,3,0,Other,3.3333333333333335,2.0,3,4,3.7873930994900045
Finance,Fluid Mechanics Engineer,4.657881078260883,2,2,1,1,1,0,1,1,1,4,0,2,1,0,Other,0.6666666666666666,2.3333333333333335,2,3,5.657881078260883
Architecture,Acoustics Specialist,3.620408264011613,4,2,3,0,7,0,0,0,0,0,2,0,3,0,Other,0.6666666666666666,0.0,3,5,10.620408264011612
Art,Musician,3.787012172955998,2,1,3,1,5,1,1,0,4,3,2,2,0,1,Other,2.3333333333333335,1.6666666666666667,1,6,8.787012172955997
Finance,Paralegal,4.589103251782541,0,1,3,0,0,0,4,2,1,0,3,1,1,1,Other,2.6666666666666665,1.0,1,5,4.589103251782541
Medicine,Graphic Designer,4.777928108465845,2,0,4,1,7,0,0,0,3,4,1,0,2,1,Healthcare,1.3333333333333333,1.3333333333333333,3,5,11.777928108465845
Physics,Analytical Chemist,4.6175273779961215,4,0,0,1,2,0,1,2,0,2,1,3,2,0,Research & Science,0.6666666666666666,2.3333333333333335,3,0,6.6175273779961215
Finance,Physical Chemist,3.401021526112,4,2,0,1,6,1,1,1,0,3,4,2,3,1,Other,1.6666666666666667,2.0,4,4,9.401021526112
Biology,Biochemist,3.0466109840379083,5,0,3,1,5,0,2,3,1,0,3,0,4,1,Research & Science,2.0,1.0,5,4,8.046610984037908
Finance,Marketing Manager,4.072317091607683,7,0,4,1,1,0,0,3,1,2,2,2,0,1,Other,1.0,2.3333333333333335,1,5,5.072317091607683
Chemistry,Brand Manager,4.187680820593393,1,0,0,1,5,0,4,1,3,4,4,0,0,0,Research & Science,3.6666666666666665,1.6666666666666667,1,0,9.187680820593393
Physics,Architectural Technologist,4.40460129142906,1,1,2,1,3,1,0,3,0,3,3,3,2,1,Research & Science,1.0,3.0,3,5,7.40460129142906
Physics,Nurse,4.783347175352903,8,1,2,0,7,1,1,3,3,2,1,2,2,0,Research & Science,1.6666666666666667,2.3333333333333335,2,4,11.783347175352903
Engineering,Architect,3.063709500796322,7,0,1,0,3,0,4,2,4,3,4,0,4,1,Other,4.0,1.6666666666666667,4,2,6.063709500796322
Music,Financial Advisor,3.278740679302926,5,2,1,1,3,0,4,3,4,2,4,3,0,1,Other,4.0,2.6666666666666665,1,4,6.278740679302926
Engineering,Physical Chemist,4.382527244082173,0,0,1,1,1,1,4,2,4,0,3,0,0,0,Other,3.6666666666666665,0.6666666666666666,1,2,5.382527244082173
Music,Art Therapist,3.743067531495469,3,2,4,1,2,1,3,4,2,2,1,2,4,0,Other,2.0,2.6666666666666665,5,7,5.743067531495469
Music,Biotechnologist,4.939265032953008,6,1,1,1,0,1,1,4,4,3,1,4,2,0,Other,2.0,3.6666666666666665,3,3,4.939265032953008
Finance,Accountant,4.7888323891029145,6,1,0,1,5,1,1,0,3,2,1,2,2,0,Other,1.6666666666666667,1.3333333333333333,3,2,9.788832389102915
Education,Financial Controller,3.588417883055004,2,2,3,1,7,0,4,0,2,3,0,4,3,1,Education,2.0,2.3333333333333335,4,6,10.588417883055005
Biology,Game Developer,4.860714375098732,5,2,0,0,5,1,0,4,4,4,1,0,1,0,Research & Science,1.6666666666666667,2.6666666666666665,1,3,9.860714375098732
Chemistry,Nurse,3.569818418185829,0,1,3,0,0,0,4,3,0,1,3,0,3,0,Research & Science,2.3333333333333335,1.3333333333333333,3,4,3.569818418185829
Psychology,Organic Chemist,4.701816024498276,2,1,0,0,8,1,3,1,0,3,4,0,4,1,Other,2.3333333333333335,1.3333333333333333,4,3,12.701816024498276
Finance,Legal Secretary,4.100832330474645,5,0,2,0,0,1,4,2,0,0,4,1,4,0,Other,2.6666666666666665,1.0,4,3,4.100832330474645
Chemistry,Paralegal,4.476992566384968,5,1,0,1,2,1,4,1,1,4,0,2,3,0,Research & Science,1.6666666666666667,2.3333333333333335,4,2,6.476992566384968
Marketing,Nuclear Physicist,2.7920632584897658,3,1,4,0,7,1,0,3,4,2,0,4,1,0,Other,1.3333333333333333,3.0,1,6,9.792063258489765
Medicine,Architectural Technologist,4.068437763018718,0,2,3,1,6,0,1,2,4,2,3,0,1,0,Healthcare,2.6666666666666665,1.3333333333333333,2,5,10.068437763018718
Marketing,Accountant,2.543052437856296,8,1,0,1,2,0,3,2,4,0,0,2,2,1,Other,2.3333333333333335,1.3333333333333333,3,2,4.543052437856296
Marketing,Legal Secretary,3.1674580320371755,5,0,1,0,1,1,1,1,4,0,0,1,2,0,Other,1.6666666666666667,0.6666666666666666,2,2,4.1674580320371755
Finance,Zoologist,4.159936914785893,9,0,1,0,0,1,4,4,1,1,2,4,2,1,Other,2.3333333333333335,3.0,2,3,4.159936914785893
Engineering,Dentist,4.270663695653249,1,2,3,1,8,0,0,1,0,3,1,1,4,0,Other,0.3333333333333333,1.6666666666666667,5,5,12.270663695653248
Architecture,Web Developer,3.397403855312784,7,0,0,0,4,0,3,0,2,3,2,0,2,0,Other,2.3333333333333335,1.0,2,0,7.397403855312784
Physics,AI Researcher,2.5808629094510502,6,1,0,0,0,1,0,3,4,1,3,0,1,1,Research & Science,2.3333333333333335,1.3333333333333333,1,3,2.5808629094510502
Art,Musician,4.354808188825608,6,0,1,1,9,1,4,1,3,3,2,1,0,1,Other,3.0,1.6666666666666667,1,3,13.354808188825608
Finance,Physician Assistant,3.449882980493029,5,0,2,0,2,1,1,3,0,0,3,3,2,0,Other,1.3333333333333333,2.0,2,3,5.4498829804930295
Biology,Judge,3.2082147848700524,9,1,2,1,1,1,1,1,0,3,1,4,4,0,Research & Science,0.6666666666666666,2.6666666666666665,5,4,4.208214784870052
Psychology,Entrepreneur,4.177222039215923,7,2,3,1,1,0,4,0,2,2,0,0,2,0,Other,2.0,0.6666666666666666,3,5,5.177222039215923
Music,Cybersecurity Analyst,4.244837408686809,6,1,0,0,6,1,2,0,0,3,0,0,1,0,Other,0.6666666666666666,1.0,1,2,10.24483740868681
Education,Music Teacher,4.015973204319806,8,0,3,1,1,1,1,2,2,1,1,4,4,1,Education,1.3333333333333333,2.3333333333333335,5,5,5.015973204319806
Business,Architect,3.041874541331661,8,0,0,1,7,0,1,1,3,4,4,0,1,1,Management,2.6666666666666665,1.6666666666666667,2,1,10.04187454133166
Finance,School Psychologist,3.4576998427875383,9,2,1,0,7,0,4,1,3,2,3,4,4,0,Other,3.3333333333333335,2.3333333333333335,4,3,10.457699842787537
Marketing,Clinical Psychologist,2.5881201332239847,4,0,4,0,1,1,4,0,4,0,0,3,1,0,Other,2.6666666666666665,1.0,1,5,3.5881201332239847
Engineering,Art Director,3.328339655722809,0,0,4,1,5,1,3,3,1,3,4,2,1,0,Other,2.6666666666666665,2.6666666666666665,2,5,8.328339655722809
Marketing,Legal Consultant,2.5594988753693304,2,1,1,1,2,1,3,2,2,1,1,4,3,1,Other,2.0,2.3333333333333335,4,4,4.55949887536933
Marketing,Biomedical Engineer,3.60217988317678,5,1,2,0,3,0,3,2,4,0,2,4,3,0,Other,3.0,2.0,3,3,6.60217988317678
Education,Special Education Teacher,4.190291206248679,9,2,0,0,5,1,2,1,3,1,4,0,1,0,Education,3.0,0.6666666666666666,1,3,9.190291206248679
Physics,Pharmacist,4.1060710501090325,9,0,2,0,7,1,2,2,3,0,0,0,4,0,Research & Science,1.6666666666666667,0.6666666666666666,4,3,11.106071050109033
Computer Science,Microbiologist,4.987102544390438,5,0,4,1,1,0,2,3,4,4,1,4,3,0,Technology,2.3333333333333335,3.6666666666666665,4,4,5.987102544390438
Psychology,Market Research Analyst,2.6743530616460904,2,0,4,0,0,1,4,0,3,0,1,1,2,1,Other,2.6666666666666665,0.3333333333333333,2,6,2.6743530616460904
Music,Physicist,4.870024572755468,6,1,2,0,8,1,0,2,0,0,3,3,2,1,Other,1.0,1.6666666666666667,2,5,12.870024572755469
Psychology,Data Scientist,3.2123929781758944,7,0,0,1,5,1,4,3,0,2,4,2,0,0,Other,2.6666666666666665,2.3333333333333335,1,1,8.212392978175895
Psychology,Physical Chemist,3.733459416724121,6,0,3,1,8,0,4,1,0,1,3,1,2,0,Other,2.3333333333333335,1.0,3,3,11.73345941672412
Art,Organic Chemist,4.8494709240002924,2,0,4,0,7,0,1,2,4,2,3,3,1,0,Other,2.6666666666666665,2.3333333333333335,1,4,11.849470924000293
Education,Ecologist,3.2121188159506864,5,2,3,0,6,1,3,1,3,4,2,0,1,1,Education,2.6666666666666665,1.6666666666666667,1,7,9.212118815950687
Biology,Dentist,3.147399352270246,9,2,4,1,1,0,4,1,3,0,0,0,1,1,Research & Science,2.3333333333333335,0.3333333333333333,2,7,4.147399352270246
Finance,Mechanical Engineer,3.229099862316461,7,0,0,1,9,0,1,2,2,4,0,3,3,0,Other,1.0,3.0,4,0,12.229099862316462
Law,Curriculum Developer,3.6584349495770594,9,1,0,1,9,0,0,0,0,3,4,0,1,1,Public & Legal,1.3333333333333333,1.0,2,2,12.65843494957706
Computer Science,Cybersecurity Analyst,4.373177198776728,1,0,0,0,3,1,4,0,4,4,3,0,4,1,Technology,3.6666666666666665,1.3333333333333333,4,2,7.373177198776728
Engineering,Financial Analyst,4.285172381031437,6,2,1,1,3,0,2,1,0,2,1,4,2,1,Other,1.0,2.3333333333333335,3,4,7.285172381031437
Finance,Ecologist,2.927698932891938,5,2,1,1,1,1,3,0,3,2,2,0,2,0,Other,2.6666666666666665,0.6666666666666666,3,4,3.927698932891938
Marketing,Music Therapist,4.861510408120699,0,2,0,1,4,1,0,0,2,2,4,0,1,1,Other,2.0,0.6666666666666666,2,4,8.861510408120699
Psychology,Microbiologist,2.6297241187372897,8,1,0,1,9,0,1,4,1,1,2,2,0,1,Other,1.3333333333333333,2.3333333333333335,1,2,11.62972411873729
Biology,Astronomer,2.6094765946685325,2,0,3,0,2,1,0,4,0,3,2,2,3,0,Research & Science,0.6666666666666666,3.0,3,4,4.609476594668532
Psychology,Art Director,3.272911233696031,9,0,3,1,5,0,4,4,0,4,2,2,1,1,Other,2.0,3.3333333333333335,2,4,8.272911233696032
Music,Data Scientist,4.574054949565023,7,1,0,1,4,0,0,0,4,2,3,4,0,1,Other,2.3333333333333335,2.0,1,2,8.574054949565024
Marketing,Music Teacher,4.801292040516291,5,1,0,1,7,1,4,0,3,2,3,2,0,0,Other,3.3333333333333335,1.3333333333333333,1,2,11.80129204051629
Architecture,Paralegal,4.2026422959321685,0,1,0,0,2,0,3,1,4,0,2,2,2,0,Other,3.0,1.0,2,1,6.2026422959321685
Education,Legal Secretary,3.065562150198229,8,0,1,0,8,1,3,2,2,2,4,0,4,0,Education,3.0,1.3333333333333333,4,2,11.065562150198229
Finance,Special Education Teacher,3.5290424189085945,6,2,1,1,1,1,3,0,0,1,4,3,0,1,Other,2.3333333333333335,1.3333333333333333,1,5,4.5290424189085945
Physics,Zoologist,3.437270784945918,6,0,1,0,2,1,1,4,0,2,1,4,2,0,Research & Science,0.6666666666666666,3.3333333333333335,2,2,5.437270784945918
Marketing,Advertising Manager,4.326872918284616,1,2,2,0,7,1,1,4,4,4,4,4,4,1,Other,3.0,4.0,4,6,11.326872918284616
Marketing,Music Teacher,3.72817068705329,7,2,1,1,8,0,0,0,4,2,2,4,3,1,Other,2.0,2.0,4,4,11.72817068705329
Education,Curriculum Developer,4.539412019307268,7,1,0,1,9,0,2,2,3,0,1,4,4,1,Education,2.0,2.0,5,2,13.539412019307267
Education,Entrepreneur,4.823145627685735,0,1,1,0,9,1,4,2,2,4,3,3,4,1,Education,3.0,3.0,4,4,13.823145627685735
Art,Music Therapist,3.5171573319162808,9,0,3,1,4,1,1,4,4,1,4,1,3,1,Other,3.0,2.0,4,5,7.51715733191628
Psychology,Musician,4.703021204493258,9,0,0,1,2,0,3,1,4,3,4,3,3,1,Other,3.6666666666666665,2.3333333333333335,4,1,6.703021204493258
Art,Interior Designer,4.850799312596237,5,1,4,0,7,1,3,1,1,3,4,0,2,0,Other,2.6666666666666665,1.3333333333333333,2,6,11.850799312596237
Music,Principal,2.819094938033068,9,2,2,1,8,0,4,0,0,1,0,2,0,1,Other,1.3333333333333333,1.0,1,5,10.819094938033068
Marketing,Mechanical Engineer,4.232103689281543,6,1,3,1,3,0,4,0,4,3,1,4,0,1,Other,3.0,2.3333333333333335,1,5,7.232103689281543
Business,Physical Chemist,2.6254710421609784,1,1,2,0,4,1,1,3,1,0,1,3,4,1,Management,1.0,2.0,4,5,6.625471042160978
Architecture,Investment Banker,4.1228873437060365,9,2,3,1,6,1,4,1,2,1,4,2,2,1,Other,3.3333333333333335,1.3333333333333333,3,7,10.122887343706036
Law,School Psychologist,4.568023939723046,1,2,3,1,2,1,4,1,3,0,0,3,3,1,Public & Legal,2.3333333333333335,1.3333333333333333,4,7,6.568023939723046
Architecture,Animator,4.907353795547142,9,2,0,0,9,0,3,1,3,0,4,4,1,1,Other,3.3333333333333335,1.6666666666666667,1,3,13.907353795547142
Physics,Web Developer,4.440544123152279,2,2,3,0,1,1,0,2,4,4,2,0,2,1,Research & Science,2.0,2.0,2,7,5.440544123152279
Business,Data Scientist,2.99136992919746,6,2,0,1,0,0,2,1,0,1,3,2,0,1,Management,1.6666666666666667,1.3333333333333333,1,3,2.99136992919746
Art,Industrial-Organizational Psychologist,4.991493787169184,6,0,4,1,7,0,3,4,0,4,1,2,2,1,Other,1.3333333333333333,3.3333333333333335,3,5,11.991493787169183
Biology,Digital Marketing Specialist,4.814170319777579,5,0,4,1,4,0,4,2,0,2,1,4,0,1,Research & Science,1.6666666666666667,2.6666666666666665,1,5,8.81417031977758
Chemistry,Digital Marketing Specialist,3.836388325076197,4,1,4,1,6,1,3,2,0,0,3,0,1,1,Research & Science,2.0,0.6666666666666666,2,7,9.836388325076197
Biology,Biomedical Engineer,3.9120118362248153,3,2,2,0,0,0,2,4,2,2,0,0,0,1,Research & Science,1.3333333333333333,2.0,0,5,3.9120118362248153
Physics,Graphic Designer,4.251523923725652,5,2,2,1,6,0,0,4,3,2,0,3,2,1,Research & Science,1.0,3.0,3,5,10.251523923725653
Chemistry,Chemical Engineer,3.231918553189168,0,2,4,0,7,1,1,3,3,0,2,1,1,1,Research & Science,2.0,1.3333333333333333,1,8,10.231918553189168
Law,Electrical Engineer,4.823519336628355,1,0,0,0,8,0,1,0,4,1,2,4,3,0,Public & Legal,2.3333333333333335,1.6666666666666667,3,0,12.823519336628355
Business,Psychologist,4.487077189929487,9,2,2,1,8,0,0,0,4,4,3,4,2,0,Management,2.3333333333333335,2.6666666666666665,3,4,12.487077189929487
Art,Art Therapist,4.19144416376117,8,0,1,0,9,0,2,1,4,1,3,1,2,0,Other,3.0,1.0,2,1,13.191444163761169
Engineering,Analytical Chemist,3.545702374472427,9,1,0,0,0,0,2,3,2,0,4,3,4,0,Other,2.6666666666666665,2.0,4,1,3.545702374472427
Computer Science,Physician Assistant,4.892387921120665,3,0,1,1,7,0,4,0,3,3,2,3,2,0,Technology,3.0,2.0,3,1,11.892387921120665
Marketing,Industrial-Organizational Psychologist,2.9212477202731075,6,2,2,0,5,1,0,2,1,2,2,4,4,0,Other,1.0,2.6666666666666665,4,5,7.921247720273108
Psychology,Paralegal,3.6015037701869006,9,2,4,1,4,0,0,2,1,2,0,0,4,1,Other,0.3333333333333333,1.3333333333333333,5,7,7.6015037701869
Biology,Social Media Manager,3.079484448391302,3,2,3,0,6,0,1,0,4,1,1,4,1,1,Research & Science,2.0,1.6666666666666667,1,6,9.079484448391302
Engineering,Electrical Engineer,3.717426909426947,5,1,3,0,6,0,0,4,3,2,2,3,4,1,Other,1.6666666666666667,3.0,4,5,9.717426909426948
Physics,Aerospace Engineer,3.866937604509253,5,0,4,1,8,1,4,2,0,0,4,3,1,1,Research & Science,2.6666666666666665,1.6666666666666667,2,6,11.866937604509253
Physics,Conductor,4.61991786896183,1,1,1,1,9,1,2,1,4,1,0,1,2,0,Research & Science,2.0,1.0,3,3,13.61991786896183
Art,School Counselor,4.60285851171867,4,1,4,1,8,1,0,0,3,3,1,1,1,1,Other,1.3333333333333333,1.3333333333333333,2,7,12.60285851171867
Computer Science,Legal Consultant,4.414386784442627,0,1,0,0,5,0,4,4,2,0,0,1,3,0,Technology,2.0,1.6666666666666667,3,1,9.414386784442627
Computer Science,Landscape Architect,4.314054841007606,8,1,3,0,8,0,3,0,0,4,2,1,0,0,Technology,1.6666666666666667,1.6666666666666667,0,4,12.314054841007607
Computer Science,Microbiologist,4.150538998748313,9,2,1,1,6,1,3,3,2,4,0,3,4,1,Technology,1.6666666666666667,3.3333333333333335,5,5,10.150538998748313
Architecture,Quantum Physicist,3.3002948432292816,9,1,3,0,6,1,4,1,3,0,4,3,0,0,Other,3.6666666666666665,1.3333333333333333,0,5,9.300294843229281
